"id","template_id","title","description","status","pdf_file_name","pdf_content_type","pdf_file_size","pdf_updated_at","created_at","updated_at","tag_id","creator_id","thumbnail_file_name","thumbnail_content_type","thumbnail_file_size","thumbnail_updated_at","crop_marks","share_graphic_file_name","share_graphic_content_type","share_graphic_file_size","share_graphic_updated_at"
166,5,"Test We Never Quit Poster","Already print-ready — use this poster as is or customize it to include an AFSCME affiliate logo.",-2,"166.pdf","application/pdf",543002,"2017-06-02 03:43:54","2017-05-23 16:30:52","2017-06-02 03:43:54",NULL,3,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
167,6,"Never Quit Meeting Flyer","Use this flyer when advertising a specific event – whether it be a union town hall, a stewards meeting or a summer BBQ. Use the appropriate fields to update header; date, time and location information; contact information and general description of your event.",-2,NULL,NULL,NULL,NULL,"2017-05-23 16:40:43","2017-05-24 15:21:03",NULL,3,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
170,7,"Never Quit Service Award Certificate","Use this certificate to honor a recent AFSCME Never Quit Service Award winner from your local affiliate.",-2,"170.pdf","application/pdf",280752,"2017-06-02 03:43:54","2017-05-23 16:46:42","2017-06-02 03:43:54",NULL,3,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
171,8,"2-Sided Postcard","Use this 2-sided postcard as a direct mail piece to bring awareness to your local organizing campaign. On the front side there is placement for up to five headshot photos with attributing quotes listed below. Also, on the back side there is placement for additional contact information and a place to include a permit number OR a U.S. stamp.",-2,"171.pdf","application/pdf",269932,"2017-06-02 03:43:54","2017-05-23 16:49:11","2017-06-02 03:43:54",NULL,3,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
172,1,"Sector Specific Flyer","Use this flyer when targeting a specific audience – whether it be nurses, correctional officers or sanitation workers. Please make sure to incorporate a high-resolution photo that will work well with the space provided. Add industry-specific language in the left text box and use the text box on the right to include a small quote.",-2,NULL,NULL,NULL,NULL,"2017-05-23 17:04:17","2017-05-23 18:04:20",NULL,4,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
173,9,"AFSCME Stands Poster","Already print-ready — use this poster as is or customize it to include an AFSCME affiliate logo.",-2,NULL,NULL,NULL,NULL,"2017-05-23 17:12:35","2017-05-23 20:20:47",NULL,9,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
174,6,"Never Quit Meeting Flyer","Use this flyer when advertising a specific event – whether it be a union town hall, a stewards meeting or a summer BBQ. Use the appropriate fields to update header; date, time and location information; contact information and general description of your event.",-2,NULL,NULL,NULL,NULL,"2017-05-23 17:50:31","2017-05-23 20:07:04",NULL,3,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
175,6,"Never Quit Meeting Flyer","Use this flyer when advertising a specific event – whether it be a union town hall, a stewards meeting or a summer BBQ. Use the appropriate fields to update header; date, time and location information; contact information and general description of your event.",-2,NULL,NULL,NULL,NULL,"2017-05-23 17:51:17","2017-05-23 20:07:10",NULL,3,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
176,6,"Never Quit Meeting Flyer","Use this flyer when advertising a specific event – whether it be a union town hall, a stewards meeting or a summer BBQ. Use the appropriate fields to update header; date, time and location information; contact information and general description of your event.",-2,NULL,NULL,NULL,NULL,"2017-05-23 17:51:21","2017-05-23 20:07:15",NULL,3,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
177,7,"Never Quit Service Award Certificate","Use this certificate to honor a recent AFSCME Never Quit Service Award winner from your local affiliate.",-2,NULL,NULL,NULL,NULL,"2017-05-23 18:01:56","2017-05-23 20:07:23",NULL,1,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
178,10,"Never Quit Brand Story","Already print-ready — use this poster as is or customize it to include an AFSCME affiliate logo and additional contact information.",-2,"178.pdf","application/pdf",545384,"2017-06-02 03:43:55","2017-05-23 18:02:12","2017-06-02 03:43:55",NULL,3,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
179,11,"General Announcement","Similar to the ""Never Quit Meeting Flyer"" — use this template to announce an event or a recent contract victory within your affiliate. Please make sure to incorporate a high-resolution photo that will work well with the space provided.
 ",-2,"179.pdf","application/pdf",1555833,"2017-06-02 03:43:55","2017-05-23 18:04:51","2017-06-02 03:43:55",NULL,3,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
180,13,"Floating Heads Testimonial","Floating Heads Testimonial",-2,"180.pdf","application/pdf",1252170,"2017-06-02 03:43:56","2017-05-23 18:10:11","2017-06-02 03:43:56",NULL,3,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
181,14,"Sector Specific Member Benefits Flyer","Sector Specific Member Benefits Flyer",-2,"181.pdf","application/pdf",557597,"2017-06-02 03:43:56","2017-05-23 18:13:47","2017-06-02 03:43:56",NULL,3,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
182,15,"Sector Specific Member Benefits Flyer (Lorem Ipsem)","Sector Specific Member Benefits Flyer (Lorem Ipsem)",-2,"182.pdf","application/pdf",600389,"2017-06-02 03:43:56","2017-05-23 18:17:27","2017-06-02 03:43:56",NULL,3,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
183,4,"Comparison Table","Use this flyer when making a comparison between two subjects. Use the first column to include a topic and use the remaining columns to respond accordingly.",-2,"183.pdf","application/pdf",529399,"2017-06-02 03:43:56","2017-05-23 18:19:40","2017-06-02 03:43:56",NULL,4,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
184,8,"2-Sided Postcard","Use this 2-sided postcard as a direct mail piece to bring awareness to your local organizing campaign. On the front side there is placement for up to five headshot photos with attributing quotes listed below. Also, on the back side there is placement for additional contact information and a place to include a permit number OR a U.S. stamp.",-2,"184.pdf","application/pdf",164360,"2017-06-02 03:43:56","2017-05-23 18:34:43","2017-06-02 03:43:56",NULL,4,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
186,14,"Sector Specific Member Benefits Flyer","Sector Specific Member Benefits Flyer",1,"186.pdf","application/pdf",539659,"2017-07-12 04:14:07","2017-05-23 18:55:47","2017-07-12 04:14:09",NULL,2,"186.png","image/png",78696,"2017-07-12 04:14:09",0,NULL,NULL,NULL,NULL
187,6,"Never Quit Meeting Flyer","Use this flyer when advertising a specific event – whether it be a union town hall, a stewards meeting or a summer BBQ. Use the appropriate fields to update header; date, time and location information; contact information and general description of your event.",-2,"187.pdf","application/pdf",484188,"2017-06-02 03:43:57","2017-05-23 19:12:52","2017-07-10 19:46:10",NULL,4,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
188,11,"General Announcement","Similar to the ""Never Quit Meeting Flyer"" — use this template to announce an event or a recent contract victory within your affiliate. Please make sure to incorporate a high-resolution photo that will work well with the space provided.
 ",-2,"188.pdf","application/pdf",906021,"2017-06-02 03:43:57","2017-05-23 19:20:41","2017-06-02 03:43:57",NULL,4,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
189,4,"Comparison Table","Use this flyer when making a comparison between two subjects. Use the first column to include a topic and use the remaining columns to respond accordingly.",-2,NULL,NULL,NULL,NULL,"2017-05-23 19:22:21","2017-07-10 19:46:07",NULL,4,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
190,14,"Sector Specific Member Benefits Flyer","Sector Specific Member Benefits Flyer",1,NULL,NULL,NULL,NULL,"2017-05-23 19:23:24","2017-05-25 17:47:33",NULL,1,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
191,15,"Sector Specific Member Benefits Flyer (Lorem Ipsem)","Sector Specific Member Benefits Flyer (Lorem Ipsem)",-2,NULL,NULL,NULL,NULL,"2017-05-23 19:48:27","2017-07-10 19:46:03",NULL,4,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
192,10,"Never Quit Brand Story","Already print-ready — use this poster as is or customize it to include an AFSCME affiliate logo and additional contact information.",-2,NULL,NULL,NULL,NULL,"2017-05-23 19:51:41","2017-05-23 20:07:35",NULL,9,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
193,5,"We Never Quit Poster","Already print-ready — use this poster as is or customize it to include an AFSCME affiliate logo.",-2,"193.pdf","application/pdf",1655771,"2017-06-02 03:43:57","2017-05-23 19:59:16","2017-06-02 03:43:57",NULL,9,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
194,9,"AFSCME Stands Poster","Already print-ready — use this poster as is or customize it to include an AFSCME affiliate logo.",-2,NULL,NULL,NULL,NULL,"2017-05-23 20:03:55","2017-05-23 20:20:56",NULL,9,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
195,10,"Never Quit Brand Story","Already print-ready — use this poster as is or customize it to include an AFSCME affiliate logo and additional contact information.",-2,"195.pdf","application/pdf",531601,"2017-06-02 03:43:57","2017-05-23 20:10:14","2017-06-02 03:43:57",NULL,9,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
196,1,"Sector Specific Flyer","Use this flyer when targeting a specific audience – whether it be nurses, correctional officers or sanitation workers. Please make sure to incorporate a high-resolution photo that will work well with the space provided. Add industry-specific language in the left text box and use the text box on the right to include a small quote.",-2,"196.pdf","application/pdf",1390790,"2017-06-02 03:43:57","2017-05-23 20:10:28","2017-07-10 19:46:00",NULL,4,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
197,11,"General Announcement","Similar to the ""Never Quit Meeting Flyer"" — use this template to announce an event or a recent contract victory within your affiliate. Please make sure to incorporate a high-resolution photo that will work well with the space provided.
 ",-2,NULL,NULL,NULL,NULL,"2017-05-23 20:22:12","2017-05-23 20:27:54",NULL,9,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
198,6,"Never Quit Meeting Flyer","Use this flyer when advertising a specific event – whether it be a union town hall, a stewards meeting or a summer BBQ. Use the appropriate fields to update header; date, time and location information; contact information and general description of your event.",-2,NULL,NULL,NULL,NULL,"2017-05-23 20:28:40","2017-05-23 20:35:51",NULL,9,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
199,1,"Sector Specific Flyer","Use this flyer when targeting a specific audience – whether it be nurses, correctional officers or sanitation workers. Please make sure to incorporate a high-resolution photo that will work well with the space provided. Add industry-specific language in the left text box and use the text box on the right to include a small quote.",-2,NULL,NULL,NULL,NULL,"2017-05-23 20:36:17","2017-05-24 19:55:14",NULL,9,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
200,15,"Sector Specific Member Benefits Flyer (Lorem Ipsem)","Sector Specific Member Benefits Flyer (Lorem Ipsem)",-2,NULL,NULL,NULL,NULL,"2017-05-23 20:40:48","2017-05-24 19:55:26",NULL,9,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
201,9,"AFSCME Stands Poster","Already print-ready — use this poster as is or customize it to include an AFSCME affiliate logo.",-2,"201.pdf","application/pdf",642355,"2017-06-02 03:43:58","2017-05-23 20:41:54","2017-06-02 03:43:58",NULL,4,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
202,8,"2-Sided Postcard","Use this 2-sided postcard as a direct mail piece to bring awareness to your local organizing campaign. On the front side there is placement for up to five headshot photos with attributing quotes listed below. Also, on the back side there is placement for additional contact information and a place to include a permit number OR a U.S. stamp.",-2,"202.pdf","application/pdf",292314,"2017-06-02 03:43:58","2017-05-23 20:46:52","2017-06-02 03:43:58",NULL,9,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
203,8,"2-Sided Postcard","Use this 2-sided postcard as a direct mail piece to bring awareness to your local organizing campaign. On the front side there is placement for up to five headshot photos with attributing quotes listed below. Also, on the back side there is placement for additional contact information and a place to include a permit number OR a U.S. stamp.",-2,"203.pdf","application/pdf",291101,"2017-06-02 03:43:58","2017-05-23 21:07:52","2017-06-02 03:43:58",NULL,9,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
204,5,"We Never Quit Poster","Already print-ready — use this poster as is or customize it to include an AFSCME affiliate logo.",-2,"204.pdf","application/pdf",1664201,"2017-06-02 03:43:59","2017-05-23 21:37:16","2017-06-02 03:43:59",NULL,3,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
205,9,"AFSCME Stands Poster","Already print-ready — use this poster as is or customize it to include an AFSCME affiliate logo.",-2,"205.pdf","application/pdf",654851,"2017-06-02 03:43:59","2017-05-23 21:49:52","2017-06-02 03:43:59",NULL,9,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
206,14,"Sector Specific Member Benefits Flyer","Sector Specific Member Benefits Flyer",-2,"206.pdf","application/pdf",664263,"2017-06-02 03:43:59","2017-05-23 22:02:22","2017-07-10 19:45:56",NULL,4,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
207,1,"Sector Specific Flyer (Testing Amy issue)","Use this flyer when targeting a specific audience – whether it be nurses, correctional officers or sanitation workers. Please make sure to incorporate a high-resolution photo that will work well with the space provided. Add industry-specific language in the left text box and use the text box on the right to include a small quote.",-2,"207.pdf","application/pdf",585863,"2017-06-02 03:43:59","2017-05-24 14:48:46","2017-06-02 03:43:59",NULL,3,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
208,1,"Randy's Sector Specific Flyer","Use this flyer when targeting a specific audience – whether it be nurses, correctional officers or sanitation workers. Please make sure to incorporate a high-resolution photo that will work well with the space provided. Add industry-specific language in the left text box and use the text box on the right to include a small quote.",-2,"208.pdf","application/pdf",600460,"2017-06-02 03:43:59","2017-05-24 15:22:33","2017-07-10 19:05:57",NULL,3,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
210,5,"We Never Quit Poster","Already print-ready — use this poster as is or customize it to include an AFSCME affiliate logo.",-2,"210.pdf","application/pdf",1654093,"2017-06-02 03:44:00","2017-05-24 15:40:55","2017-07-10 19:07:33",NULL,3,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
211,5,"We Never Quit Poster","Already print-ready — use this poster as is or customize it to include an AFSCME affiliate logo.",-2,NULL,NULL,NULL,NULL,"2017-05-24 15:48:33","2017-05-24 19:55:19",NULL,9,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
212,4,"New test Comparison Table","Use this flyer when making a comparison between two subjects. Use the first column to include a topic and use the remaining columns to respond accordingly.",-2,NULL,NULL,NULL,NULL,"2017-05-24 16:19:33","2017-07-10 19:07:29",NULL,3,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
213,5,"We Never Quit Poster","Already print-ready — use this poster as is or customize it to include an AFSCME affiliate logo.",-2,NULL,NULL,NULL,NULL,"2017-05-24 16:44:14","2017-05-24 19:56:51",NULL,9,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
214,5,"Latest We Never Quit Poster","Already print-ready — use this poster as is or customize it to include an AFSCME affiliate logo.",-2,NULL,NULL,NULL,NULL,"2017-05-24 16:46:51","2017-07-10 19:07:25",NULL,3,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
215,5,"We Never Quit Poster","Already print-ready — use this poster as is or customize it to include an AFSCME affiliate logo.",-2,"215.pdf","application/pdf",1665878,"2017-06-02 03:44:00","2017-05-24 16:50:34","2017-06-02 03:44:00",NULL,4,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
216,6,"Never Quit Meeting Flyer","Use this flyer when advertising a specific event – whether it be a union town hall, a stewards meeting or a summer BBQ. Use the appropriate fields to update header; date, time and location information; contact information and general description of your event.",-2,"216.pdf","application/pdf",532143,"2017-06-02 03:44:00","2017-05-24 16:55:37","2017-06-02 03:44:00",NULL,4,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
